SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
2407,Dhabli,CGWB,8,Rajasthan,102,JAIPUR,SHAHPURA,SHAHPURA,Dhabli,-,-,-,-,-,-,27.22972222,75.83694444,,31-08-2021 06:00,46.2
2408,Dhabli,CGWB,8,Rajasthan,102,JAIPUR,SHAHPURA,SHAHPURA,Dhabli,-,-,-,-,-,-,27.22972222,75.83694444,,30-11-2021 06:00,44.75
2409,Dhabli,CGWB,8,Rajasthan,102,JAIPUR,SHAHPURA,SHAHPURA,Dhabli,-,-,-,-,-,-,27.22972222,75.83694444,,30-01-2022 07:00,44.3
2410,Dhabli,CGWB,8,Rajasthan,102,JAIPUR,SHAHPURA,SHAHPURA,Dhabli,-,-,-,-,-,-,27.22972222,75.83694444,,30-05-2022 06:00,44.3
2411,Dhabli,CGWB,8,Rajasthan,102,JAIPUR,SHAHPURA,SHAHPURA,Dhabli,-,-,-,-,-,-,27.22972222,75.83694444,,30-08-2022 06:00,43.79
2412,DHADHU,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.92670000,72.14170000,,10-01-2023 00:00,122.34
2413,DHADHU,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.92670000,72.14170000,,30-05-2023 00:00,121.94
2414,DHADHU,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.92670000,72.14170000,,30-08-2023 00:00,121.61
2415,DHADHU,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.92670000,72.14170000,,10-11-2023 00:00,122.7
2416,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,10-01-2021 00:00,61.35
2417,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,31-08-2021 06:00,61.45
2418,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-11-2021 06:00,61.35
2419,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-01-2022 07:00,61.95
2420,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-05-2022 06:00,61.21
2421,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-08-2022 06:00,61.65
2422,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,10-11-2022 06:00,61.35
2423,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,10-01-2023 00:00,61.5
2424,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-05-2023 00:00,
2425,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,30-08-2023 00:00,
2426,DHAISAR,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,DHAISAR,-,-,-,-,-,-,26.90416667,71.35833333,,10-01-2024 00:00,61.149998
2427,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,10-01-2021 00:00,35.1
2428,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,31-08-2021 06:00,35.24
2429,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-11-2021 06:00,35.07
2430,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-01-2022 07:00,35.27
2431,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-05-2022 06:00,35.4
2432,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-08-2022 06:00,35.09
2433,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,10-11-2022 06:00,35.09
2434,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,10-01-2023 00:00,35.38
2435,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-05-2023 00:00,36
2436,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,30-08-2023 00:00,35.4
2437,Dhanadhan,CGWB,8,Rajasthan,114,SIKAR,FATEHPUR,FATEHPUR,Dhanadhan,-,-,-,-,-,-,28.09138889,74.86361111,,10-01-2024 00:00,35.620003
2438,Dhanadhan_1,CGWB,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,28.09140000,74.86360000,313.00,10-11-2023 00:00,35.77
2439,DHANWARA,CGWB,8,Rajasthan,104,JALORE,BHINMAL,-,-,-,-,-,-,-,-,24.96666667,72.21666667,,10-01-2023 00:00,60.949997
2440,DHANWARA,CGWB,8,Rajasthan,104,JALORE,BHINMAL,-,-,-,-,-,-,-,-,24.96666667,72.21666667,,30-05-2023 00:00,62.85
2441,DHANWARA,CGWB,8,Rajasthan,104,JALORE,BHINMAL,-,-,-,-,-,-,-,-,24.96666667,72.21666667,,30-08-2023 00:00,52.05
2442,DHANWARA_1,CGWB,8,Rajasthan,104,JALORE,-,-,-,-,-,-,-,-,-,24.97000000,72.22000000,152.00,10-11-2023 00:00,52.149998
2443,Dharampura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,,30-05-2023 00:00,44.34
2444,Dharampura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,,30-08-2023 00:00,48.65
2445,Dharampura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,,10-11-2023 00:00,63.3
2446,Dharampura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,,10-01-2024 00:00,58.64
2447,Dharampura_1,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,,30-08-2024 00:00,32.65
2448,Dharampura_4,CGWB,8,Rajasthan,87,ALWAR,-,-,-,-,-,-,-,-,-,27.27080000,76.55360000,239.00,10-01-2024 00:00,58.14
2449,DHARIAWAD1,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,DHARIAWAD,-,-,-,-,-,-,24.09583333,74.45833333,,10-01-2021 00:00,4.9
2450,DHARIAWAD1,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,DHARIAWAD,-,-,-,-,-,-,24.09583333,74.45833333,,30-11-2021 06:00,0.45
2451,Dhaulai,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.83920000,75.74070000,391.00,10-11-2023 00:00,58.2
2452,Dhaulai,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,26.83920000,75.74070000,391.00,10-01-2024 00:00,57.88
2453,Dhaulpur,CGWB,8,Rajasthan,98,DHOLPUR,DHOLPUR,DHAULPUR,Dhaulpur,-,-,-,-,-,-,26.68333333,77.86666667,,30-08-2023 00:00,10.55
2454,Dhaulpur,CGWB,8,Rajasthan,98,DHOLPUR,DHOLPUR,DHAULPUR,Dhaulpur,-,-,-,-,-,-,26.68333333,77.86666667,,10-11-2023 00:00,11.1
2455,Dhaulpur,CGWB,8,Rajasthan,98,DHOLPUR,DHOLPUR,DHAULPUR,Dhaulpur,-,-,-,-,-,-,26.68333333,77.86666667,,10-01-2024 00:00,10.75
2456,Dhaulpur1,CGWB,8,Rajasthan,98,DHOLPUR,DHOLPUR,DHAULPUR,Dhaulpur,-,-,-,-,-,-,26.68333333,77.86666667,,10-11-2023 00:00,9
2457,Dhaulpur1,CGWB,8,Rajasthan,98,DHOLPUR,DHOLPUR,DHAULPUR,Dhaulpur,-,-,-,-,-,-,26.68333333,77.86666667,,10-01-2024 00:00,9
2458,Dhaulpur1_1,CGWB,8,Rajasthan,98,DHOLPUR,-,-,-,-,-,-,-,-,-,26.69060000,77.89110000,238.00,30-05-2023 00:00,14.55
2459,Dhaulpur1_1,CGWB,8,Rajasthan,98,DHOLPUR,-,-,-,-,-,-,-,-,-,26.69060000,77.89110000,238.00,30-08-2023 00:00,10.5
2460,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,10-01-2021 00:00,4.3
2461,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,31-08-2021 06:00,4.58
2462,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-11-2021 06:00,4
2463,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-01-2022 07:00,4.2
2464,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-05-2022 06:00,4.9
2465,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-08-2022 06:00,2.55
2466,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,10-11-2022 06:00,3.6
2467,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,10-01-2023 00:00,4.7000003
2468,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-05-2023 00:00,3.9
2469,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,30-08-2023 00:00,2.5
2470,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,10-11-2023 00:00,1.5999998
2471,DHAWA,CGWB,8,Rajasthan,107,JODHPUR,LUNI,LUNI,DHAWA,-,-,-,-,-,-,26.05833333,72.74166667,,10-01-2024 00:00,5.5000005
2472,Dhawali_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.22970000,75.83690000,,30-05-2023 00:00,45.2
2473,Dhawali_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.22970000,75.83690000,,10-11-2023 00:00,41.42
2474,Dhawali_1,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.22970000,75.83690000,,10-01-2024 00:00,41.23
2475,Dhigal,CGWB,8,Rajasthan,106,JHUNJHUNU,-,-,-,-,-,-,-,-,-,28.04320000,75.32460000,350.60,10-11-2023 00:00,62.43
2476,Dhigal,CGWB,8,Rajasthan,106,JHUNJHUNU,-,-,-,-,-,-,-,-,-,28.04320000,75.32460000,350.60,10-01-2024 00:00,60.92
2477,Dhikola_Pz,CGWB,8,Rajasthan,92,BHILWARA,-,-,-,-,-,-,-,-,-,25.56500000,74.82420000,,30-05-2023 00:00,5.15
2478,Dhikola_Pz,CGWB,8,Rajasthan,92,BHILWARA,-,-,-,-,-,-,-,-,-,25.56500000,74.82420000,,30-08-2023 00:00,4.6
2479,Dhikola_Pz_1,CGWB,8,Rajasthan,92,BHILWARA,-,-,-,-,-,-,-,-,-,25.56500000,74.82420000,346.00,10-11-2023 00:00,5.24
2480,Dhikola_Pz_1,CGWB,8,Rajasthan,92,BHILWARA,-,-,-,-,-,-,-,-,-,25.56500000,74.82420000,346.00,10-01-2024 00:00,5.45
2481,DHIRAWAS,CGWB,8,Rajasthan,96,CHURU,-,-,-,-,-,-,-,-,-,28.84170000,74.90830000,,30-05-2023 00:00,9.9
2482,DHIRAWAS,CGWB,8,Rajasthan,96,CHURU,-,-,-,-,-,-,-,-,-,28.84170000,74.90830000,,10-11-2023 00:00,9.1
2483,DHIRAWAS,CGWB,8,Rajasthan,96,CHURU,-,-,-,-,-,-,-,-,-,28.84170000,74.90830000,,10-01-2024 00:00,9.11
2484,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,10-01-2021 00:00,51.14
2485,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,31-08-2021 06:00,51.4
2486,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,30-11-2021 06:00,51.45
2487,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,30-01-2022 07:00,51.46
2488,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,30-05-2022 06:00,51.66
2489,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,30-08-2022 06:00,51.65
2490,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,10-11-2022 06:00,51.84
2491,Dhirera_Pz,CGWB,8,Rajasthan,93,BIKANER,BIKANER,BIKANER,Dhirera,-,-,-,-,-,-,28.21666667,73.63333333,,10-01-2023 00:00,52.1
2492,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,10-01-2021 00:00,50.4
2493,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,31-08-2021 06:00,51.7
2494,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,30-11-2021 06:00,50.7
2495,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,30-01-2022 07:00,53.3
2496,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,30-05-2022 06:00,53.3
2497,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,30-08-2022 06:00,54.28
2498,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,10-11-2022 06:00,55
2499,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.48777778,72.43333333,,30-05-2023 00:00,51.11
2500,Dhirpura_Pz,CGWB,8,Rajasthan,107,JODHPUR,BALESAR,BALESAR,Dhirpura,-,-,-,-,-,-,26.39777778,72.43333333,,30-08-2023 00:00,43.9
2501,Dhirpura_PZ_1,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.39780000,72.43330000,292.00,10-01-2023 00:00,48.9
2502,Dhirpura_PZ_1,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.39780000,72.43330000,292.00,10-01-2024 00:00,56.88
2503,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,10-01-2021 00:00,81.79
2504,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,31-08-2021 06:00,82.84
2505,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,30-11-2021 06:00,83.17
2506,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,30-01-2022 07:00,83.39
2507,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,30-05-2022 06:00,84.23
2508,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,30-08-2022 06:00,84.68
2509,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.50000000,74.98333333,,10-11-2022 06:00,84.14
2510,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.53333333,75.00000000,,10-01-2023 00:00,84.29
2511,DHOD,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,DHOD,-,-,-,-,-,-,27.53333333,75.00000000,,30-08-2023 00:00,90.07
2512,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,10-01-2021 00:00,57.51
2513,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,31-08-2021 06:00,59.1
2514,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-11-2021 06:00,59.5
2515,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-01-2022 07:00,59.2
2516,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-05-2022 06:00,60.14
2517,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-08-2022 06:00,59.85
2518,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,10-01-2023 00:00,60.8
2519,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-05-2023 00:00,61.52
2520,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,30-08-2023 00:00,61.44
2521,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,10-11-2023 00:00,62.02
2522,DHODSAR,CGWB,8,Rajasthan,102,JAIPUR,GOVINDGARH,GOVINDGARH,DHODSAR,-,-,-,-,-,-,27.30277778,75.61666667,,10-01-2024 00:00,62.19
2523,Dholapani,CGWB,8,Rajasthan,629,PRATAPGARH,CHHOTISADRI,CHOTI SADRI,Dholapani,-,-,-,-,-,-,24.26666667,74.67500000,,10-01-2021 00:00,3.06
2524,Dholapani,CGWB,8,Rajasthan,629,PRATAPGARH,CHHOTISADRI,CHOTI SADRI,Dholapani,-,-,-,-,-,-,24.26666667,74.67500000,,31-08-2021 06:00,0.9
2525,Dholapani,CGWB,8,Rajasthan,629,PRATAPGARH,CHHOTISADRI,CHOTI SADRI,Dholapani,-,-,-,-,-,-,24.26666667,74.67500000,,30-11-2021 06:00,0.55
